surname_norm	status	min_entry_id	min_surname	min_given_names	min_birth_year	min_death_year	min_description	min_references	xlsx_surname	xlsx_given_names	xlsx_birth_year	xlsx_death_year	xlsx_description
schulenburg	kun_min	PerXI07673	Schulenburg				Karen Hjort von der, Rigsgrevinde, f. de Seue, g.1841 m. C.O.F. v.d.S.	II:308;II:309					
schultz	matchet_person_men_beskrivelse_afviger	PerXI07681	Schultz				Frue (»paa Krykker«) (26.10. 1864).	VI:143	Schultz	Frue			(»paa Krykker«) (26.10.1864).
schultz	matchet_person_men_beskrivelse_afviger	PerXI07682	Schultz	A.	1797	1875	kar. Major i Artilleriet, Batterichef, 1854-64 Postmester i Eckernførde, 1869 kar. Oberst.	IV:12	Schultz	A.	1797	1875	kar. Major i Artilleriet, Batterichef, 1854–1864 Postmester i Eckemførde, 1869 kar. Oberst.
schultz	kun_min	PerXI07683	Schultz				Adolph Ludvig Gustav Philip (død 1845, 31 Aar gl.), Premierløjtnant i 6. Dragonregiment, Odense.	II:295					
schultz	kun_min	PerXI07686	Schultz	Johan Philip	1820	1887	Kommandør, Departementsdirektør i Marineministeriet, 1871-72 Chef for Fregatten Jylland paa Togt til Vestindien, 1884-85 Kontreadmiral.	IX:311;IX:312					
schultz	matchet_person_men_beskrivelse_afviger	PerXI07687	Schultz	Robert	1832	1894	2. Bataillonslæge ved Upplands Regiment, senere Stadslæge i Uppsala og Regimentslæge, havde 1864 i to Maaneder gjort Tjeneste paa Lasarettet paa Augustenborg Slot.	VI:51;VI:291;VI:293	Schultz	Robert	1832	1894	2. Bataillonslæge ved Upplands Regiment, senere Stadslæge i Uppsala og Regimentslæge, havde 1864 i to Maaneder gjort Tjeneste på Lasarettet på Augustenborg Slot.
schultz	kun_xlsx								Schultz	Adolph Ludvig Gustav Philip		1845	Premierløjtnant i 6. Dragonregiment, Odense.
schwab	kun_min	PerXI07708	Schwab	Johanne, f. Marcus	1847	1915	Datter af L.N.Marcus, g.m. Siegfried S. IX 301-02. — Se ogsaa: Marcus, Johanne. Schwab, Siegfried (1837-80), Købmand i Hamburg.	VIII:90;VIII:106;IX:302					
schwab	kun_xlsx								Schwab	Siegfried	1837	1880	Købmand i Hamburg.
schøller	kun_min	PerXI07743	Schøller	Christian	1826	1904	Herredsfoged i Husby og Nye Herreder, Flensborg, Kammerjunker, Afsked 1864, senere Teglværksbestyrer i Posen.	V:378;V:379					
schønheyder	matchet_person_men_beskrivelse_afviger	PerXI07750	Schønheyder	C. W.	1820	1897	Kommandør, 1881-85 Kontreadmiral.	VIII:347	Schønheyder	C. W.	1820	1897	Kommandør, 1881–1885 Kontreadmiral.
schønheyder	kun_min	PerXI07753	Schønheyder	Gottlieb	1831	1871	Søn af F.A.S., Læge i Odense.	V:379;V:380					
sehested	kun_min	PerXI07774	Sehested	Hannibal	1820	1900	Ritmester, Afsked 1865.	IV:152;IV:153					
seidelin	kun_min	PerXI07779	Seidelin	se: Brinck-Seidelin, H. D. Seidl, Johann Gabriel	1804	1875	østrigsk Digter, Kustos ved Mønt- og Antikkabinettet i Wien, 1867 Regierungsrat.	I:490;III:72;III:75;III:76					
serradifalco	kun_min	PerXI07791	Serradifalco	Domenico Lo Faro Pietra, Hertug af —	1783	1863	italiensk Arkæolog.	II:133;II:134					
sick	matchet_person_men_beskrivelse_afviger	PerXI07809	Sick	Johs. Peter Kr.	1812	1884	Student 1828, Overlærer ved Odense Katedralskole 1844-72.	V:380;VII:386;VIII:55;VIII:56;VIII:96;VIII:112;VIII:115	Sick	Johs. Peter Kr.	1812	1884	Student 1828, Overlærer ved Odense Katedralskole 1844–1872.
sick	matchet_person_men_beskrivelse_afviger	PerXI07810	Sick	Julius	1815	1884	dansk Ministerresident i Brüssel og Haag 1853-57, 1865 Gesandt i overordentlig Mission i Stockholm, Kammerherre.	VI:286;VI:287;VI:288;VI:290;VI:291;VI:294;VI:295;VI:296;VI:299;VI:300;VI:301;VI:302;VII:221;VII:371;VII:372	Sick	Julius	1815	1884	Dansk Ministerresident i Brüssel og Haag 1853–1857, 1865 Gesandt i overordentlig Mission i Stockholm, Kammerherre.
sick	kun_min	PerXI07811	Sick	Th. B.	1827	1893	Broder til Julius S., Premierløjtnant i Artilleriet, 1863 Kaptajn II, Afsked 1882, Komponist.	IV:370;IV:371;IV:372					
sidenius	kun_min	PerXI07813	Sidenius	Jfr., Datter af Isaac S. (enten Marie	1823	1899	eller Nicoline (1826- 93)).	IV:31					
sidenius	kun_xlsx								Sidenius	Jfr.			Datter af Isaac S. (enten Marie (1823–1899) eller Nicoline (1826–1893)).
simon	kun_min	PerXI07837	Simon	parisisk Skomager, hos hvem Louis XVII	1785	1795	tilbragte sin sidste Levetid.	IV:52					
simon	kun_xlsx								Simon				parisisk Skomager, hos hvem Louis XVII (1785–1795) tilbragte sin sidste Levetid.
simonsen	kun_min	PerXI07838	Simonsen				Frue, paa Rejse Kiel-Hamburg 2.9.1867.	VII:339					
simonsen	kun_min	PerXI07839	Simonsen				Frøknerne, Døtre af Sophus S.	IX:57					
simonsen	matchet_person_men_beskrivelse_afviger	PerXI07841	Simonsen				Caroline (Carry), f. Meyer, Enke efter Købmand i London Michael S.	VII:192;IX:307;IX:317;X:297	Simonsen	Caroline (Carry), f. Meyer			Enke efter Købmand i London Michael S.
simonsen	kun_min	PerXI07843	Simonsen	Edith	1853	1920	Datter af Caroline S., g.m. Bankier David Kappel, Berlin.	X:297;X:298;X:299					
simonsen	matchet_person_men_beskrivelse_afviger	PerXI07844	Simonsen	Ernesta	1843	1916	Datter af Sophus S., Plejedatter af H.P.Holst, g.1869 m. Harald Christophersen. VI 54. VIII 243-44. — Se ogsaa: Christophersen, Ernesta. Simonsen, Niels (1807-85), Genremaler og Billedhugger, 1854 Professor ved Kunstakademiet.	IV:10;V:168;VIII:135;IX:32;IX:38;X:415	Simonsen	Emesta	1843	1916	Datter af Sophus S., Plejedatter af H.P.Holst, g. 1869 m. Harald Christophersen.
simonsen	matchet_person_men_beskrivelse_afviger	PerXI07847	Simonsen	Sophus	1810	1857	kgl. Kapelmusikus 1834-52, Violinist.	II:242;II:299	Simonsen	Sophus	1810	1857	kgl. Kapelmusikus 1834–1852, Violinist.
simonsen	kun_xlsx								Simonsen				Frue, på Rejse Kiel-Hamburg 2.9.1867.
simonsen	kun_xlsx								Simonsen	Niels	1807	1885	Genremaler og Billedhugger, 1854 Professor ved Kunstakademiet.
simony	matchet_person_men_beskrivelse_afviger	PerXI07850	Simony	Carl	1806	1872	Kultusminister 1852-53, Justitsminister 1855-59, tillige Indenrigsminister Febr.-Juni 1856.	IV:344	Simony	Carl	1806	1872	Kultusminister 1852–1853, Justitsminister 1855–1859, tillige Indenrigsminister Febr.-Juni 1856.
simony	kun_min	PerXI07852	Simony	Frederik	1846	1926	Søn af Carl S., cand.jur. 1870, 1875 Assistent i Finansministeriet, Senior i Studenterforeningen, senere Stiftamtmand over Fyns Stift.	X:379;X:380					
simony	kun_xlsx								Simony	Anna Sophie, f. Faber	1812	1896	g. 1837 m. Carl S.
simpson	kun_min	PerXI07854	Simpson	John Palgrave	1807	1887	engelsk Forfatter.	III:228;III:229					
sirnony	kun_min	PerXI07849	Sirnony	Anna Sophie, f. Faber	1812	1896	g.1837 m. Carl S.	IV:344					
soldin	kun_min	PerXI07919	Soldin	Salomon	1774	1837	Boghandler, Skribent og Legatstifter, København.	IX:58;IX:59					
sorel	kun_min	PerXI07944	Sorel	Agnés	1422	1450	Kong Charles VII af Frankrigs Elskerinde.	V:348;V:349					
sparre	kun_min	PerXI07967	Sparre	Lars Erik Georg, Greve	1825	1891	Underløjtnant ved 2. Livgrenaderregiment, Linkoping, senere Landmand.	III:350;III:351					
sparre	matchet_person_men_beskrivelse_afviger	PerXI07968	Sparre	Sigrid, Friherreinde	1825	1910	Hoffrøken hos Dronning Josefina af Sverrig-Norge, g.1852 m. Kommandørkaptajn, Friherre Fredrik Ture Cederstrøm.	III:323	Sparre	Sigrid, Friherreinde	1825	1910	Hof frøken hos Dronning Josef ina af Sverrig-Norge, g. 1852 m. Kommandørkaptajn, Friherre Fredrik Ture Cederstrøm.
stackelberg	kun_min	PerXI08005	Stackelberg	Alexandrine (Adia) von, Baronesse	1855	1905	Godsejerdatter fra Kaltenbrunn, Estland.	X:243;X:246;X:261					
staggemeier	kun_min	PerXI08015	Staggemeier	Frøknerne (Wilhelmine	1832	1898	Rosa (1837-1915)), Døtre af Oberst, senere Generalmajor E.F.S., Aalborg 26.7.1859.	IV:344					
staggemeier	kun_xlsx								Staggemeier	Frøknerne			(Wilhelmine (1832–1898), Rosa (1837–1915)), Døtre af Oberst, senere Generalmajor E.F.S., Aalborg 26.7.1859.
stahr	kun_min	PerXI08020	Stahr	Fanny Lewald-, f. Lewald	1811	1889	tysk Forfatterinde, g.1855 m. Adolf S. IV 438-39. — Se ogsaa: Lewald, Fanny. Stahr, Marie, f. Kraetz, g.1833 m. Adolf S., Ægteskabet opløst 1854.	III:22					
stahr	kun_xlsx								Stahr	Marie, f. Kraetz			g. 1833 m. Adolf S., Ægteskabet opløst 1854.
stamtavle henriques s. xliv henriques	kun_min	PerXI03624	Stamtavle Henriques s. XLIV Henriques	Fernanda	1857	1904	Datter af Martin R.H., g.1885 m. Musikeren G. Hänflein.	VIII:46;VIII:101;VIII:129;VIII:149;VIII:242;VIII:322;VIII:325;VIII:351;VIII:398;VIII:401;VIII:402;IX:29;IX:76;IX:95;IX:141;IX:266;IX:267;IX:286;IX:309;IX:352;IX:353;IX:382;X:11;X:26;X:32;X:42;X:47;X:54;X:64;X:75;X:79;X:142;X:143;X:152;X:166;X:173;X:183;X:190;X:199;X:203;X:206;X:210;X:211;X:216;X:230;X:233;X:285;X:289;X:300;X:362;X:378;X:400;X:405;X:434;X:445;X:458					
stamtavle koch s. xlii koch	kun_min	PerXI04546	Stamtavle Koch s. XLII Koch	Fro Mathilde, f. Friis	1819	1905	g. 1853 m. G. K.	VII:340;VII:383;VII:386;VII:387;VIII:53;VIII:56;VIII:150;X:65;X:135					
steenbuch	kun_min	PerXI08053	Steenbuch	Søn af H.T.M.S. (enten Augustinus S.	1846	1879	senere cand. pharm., eller Hans S. (1847-99), senere exam.jur.).	VII:228					
steenbuch	matchet_person_men_beskrivelse_afviger	PerXI08055	Steenbuch	Hans Thomas Mathias	1811	1875	Student 1828, Godslæge paa Holsteinborg med Bolig i Rude 1837.	IV:201;IV:467;V:390;VI:177;VI:343;VI:344;VII:193;VII:194;VII:195;VII:198;VII:200;VII:201;VII:227;VII:228;VII:331;VII:332;X:258;X:260;X:264;X:266;X:267	Steenbuch	Hans Thomas Mathias	1811	1875	Student 1828, Godslæge på Holsteinborg med Bolig i Rude 1837.
steenbuch	kun_xlsx								Steenbuch				Søn af H.T.M.S. (enten Augustinus S. (1846–1879), senere cand. pharm., eller Hans S. (1847–1899), senere exam.jur.).
stegmann	kun_min	PerXI08070	Stegmann	Christopher	1778	1867	Skrædermester i Odense.	VIII:213;VIII:214					
stephensen	kun_min	PerXI08097	Stephensen	Student (enten Hilmar	1846	1889	Student 1864, senere Departementschef i Ministeriet for Island, eller Thorvald (1843-?), Student 1862, cand.phil. 1864, 1866 udvandret til Amerika).	VI:246					
stephensen	kun_xlsx								Stephensen				Student (enten Hilmar (1846–1889), Student 1864, senere Departementschef i Ministeriet for Island, eller Thorvald (1843–?), Student 1862, cand. phil. 1864, 1866 udvandret til Amerika).
stierneld	matchet_person_men_beskrivelse_afviger	PerXI08109	Stierneld	Emilia Aurora, Friherreinde	1831	1916	Datter af Gustaf S., g. 1856 m. Iste Hofstaldmester A.E.V.E. U.von Platen.	III:336	Stierneld	Emilia Aurora, Friherreinde	1831	1916	Datter af Gustaf S., g. 1856 m. 1ste Hofstaldmester A.E.V.E. U.von Platen.
stierneld	kun_min	PerXI08110	Stierneld	Gustaf, Friherre	1791	1868	svensk Udenrigsminister 1838-42 og 1848-56.	III:307;III:308					
stjernstrom	kun_min	PerXI08120	Stjernstrom	Edvard	1816	1877	svensk Skuespiller og Teaterdirektør.	IX:117;IX:118;IX:119;IX:120;IX:121;IX:122					
stjernstrom	kun_min	PerXI08122	Stjernstrom	Louise Elisabet, f. Granberg	1827	1907	svensk Forfatterinde, Søster til Johanna Charlotta S., g.1861 m. Edvard S.	IX:117;IX:118;IX:119;IX:120;IX:121;IX:122					
storch	kun_min	PerXI08148	Storch	Edvard	1787	1852	Postmester i Nyborg, kar. Kaptajn.	IV:43;IV:44					
struve	kun_min	PerXI08181	Struve	Ernst August	1817	1875	Kollaborator ved den lærde Skole i Kiel.	VI:269;VI:270					
suhm	kun_min	PerXI08207	Suhm	P. F.	1728	1798	Historiker.	X:260					
sverrig	kun_min	PerXI08237	Sverrig	Cecilia, Prinsesse af —	1540	1627	Datter af Gustav I Vasa af S., g.1564 m. Markgreve Christopher af Baden.	III:359;III:360					
sverrig	matchet_person_men_beskrivelse_afviger	PerXI08238	Sverrig	Christina, Dronning af —	1626	1689	Datter af Gustaf II Adolf af S., Dronning 1632-54.	I:249;II:19;II:103;II:326;III:319	Sverrig	Christina, Dronning af –	1626	1689	Datter af Gustaf II Adolf af S., Dronning 1632–1654.
sverrig	kun_min	PerXI08240	Sverrig				Erik den Hellige, Konge af — (død ca. 1160), sv. Helgen.	II:18;II:20;III:333					
sverrig	matchet_person_men_beskrivelse_afviger	PerXI08241	Sverrig	Erik XIV, Konge af —	1533	1577	Søn af Gustaf I Vasa af S., Konge 1560-68.	II:18;II:19;III:359;III:360	Sverrig	Erik XIV, Konge af –	1533	1577	Søn af Gustaf I Vasa af S., Konge 1560–1568.
sverrig	kun_min	PerXI08250	Sverrig				Inge den Yngre, Konge af — (død 1125), Konge ca. 1110.	II:11					
sverrig	matchet_person_men_beskrivelse_afviger	PerXI08266	Sverrig	Magnus Smek, Konge af —	1316	1374	Konge 1319-71.	III:360	Sverrig	Magnus Smek, Konge af –	1316	1374	Konge 1319–1371.
sverrig	kun_min	PerXI08268	Sverrig				Olof Skotkonung, Konge af — (død omkr. 1020).	II:26					
sverrig	kun_min	PerXI08271	Sverrig				Ragvald Knapfofde, Konge af — (ca.1130?).	II:11					
sverrig	matchet_person_men_beskrivelse_afviger	PerXI08274	Sverrig	Valdemar Birgerson, Konge af —	1240	1302	Søn af Birger Jarl, Konge 1250-75.	III:302	Sverrig	Valdemar Birgerson, Konge af –	1240	1302	Søn af Birger Jarl, Konge 1250–1275.
sverrig	kun_xlsx								Sverrig	Erik den Hellige, Konge af –		1160	sv. Helgen.
sverrig	kun_xlsx								Sverrig	Inge den Yngre, Konge af –		1125	Konge ca. 1110.
sverrig	kun_xlsx								Sverrig	Olof Skotkonung, Konge af –			
sverrig	kun_xlsx								Sverrig	Ragvald Knapfofde, Konge af –			
swane	kun_min	PerXI08276	Swane	Henrik	1851	1914	Søn af Jørgen S., senere Ejer af Katballegaard ved Viborg.	IV:360;IV:361;IV:362;IV:363					
sydow	kun_min	PerXI08284	Sydow	Axel von	1791	1857	svensk Oberst, fil.dr., Chef for Vej- og Vandbygningskorpset.	III:374;III:375					
syv	kun_min	PerXI08289	Syv	Peder	1631	1702	Sognepræst i Hellested, Sprogmand.	II:280;II:281					
szecses von temerin	kun_min	PerXI08295	Szécses von Temerin	Nicolaus, Greve	1782	1871	Overhofmester hos Erkehertuginde Sophie af Østrig, Geheimerat.	VIII:280;VIII:281					
sødring	kun_min	PerXI08302	Sødring	Christopher Hansen	1822	1881	Mineralvandsfabrikant.	X:413;X:414					
sødring	matchet_person_men_beskrivelse_afviger	PerXI08305	Sødring	Julie, f. Rosenkilde	1823	1894	Datter af C.N.Rosenkilde, Skuespillerinde ved Det kgl. Teater 1843-75, g. 1849 m. Fabrikant C.H.S.	VI:10;VI:18;VI:46;VI:47;VI:49;VI:108;VI:192;VI:194;VI:195;VI:196;VI:201;VI:208;VI:215;VII:210;VIII:23;VIII:44;VIII:142;VIII:144;VIII:161;VIII:162;VIII:348;VIII:360;VIII:361;VIII:425;IX:34;IX:377;X:80;X:121;X:229;X:234;X:362;X:368;X:383;X:413	Sødring	Julie, f. Rosenkilde	1823	1894	Datter af C.N.Rosenkilde, Skuespillerinde ved Det kgl. Teater 1843–1875, g. 1849 m. Fabrikant C.H.S.
sødring	kun_min	PerXI08307	Sødring	Meta Margaretha Christine	1839		Datter af Købmand Hans S., Aalborg 1859.	IV:350;IV:358					
sødring	matchet_person_men_beskrivelse_afviger	PerXI08308	Sødring	Rose	1850	1927	Datter af C.H.S., g.1872 m. J.S.Dorph-Petersen.	VIII:27;VIII:144;IX:167;IX:328	Sødring	Rose	1850	1927	Datter af C.H.S., g. 1872 m. J.S.Dorph-Petersen.
sødring	kun_xlsx								Sødring	Meta Margaretha Christine	1839		Datter af Købmand Hans S., Aalborg 1859.
tamm	kun_min	PerXI08333	Tamm	Per Adolf, Friherre	1774	1856	Brukspatron, Elfkarleos Jernbruk, Ôsterby Bruk.	III:330;III:331					
tang	matchet_person_men_beskrivelse_afviger	PerXI08335	Tang	A. E. M.	1803	1868	Sønnesøn af Peder T. (1737-1826), Godsejer og Politiker, Besidder af Nørre Vosborg, Landstingsmand 1850-66, Etatsraad.	IV:324;IV:328;IV:329;IV:330;IV:331;IV:332;IV:333;IV:334;IV:335;IV:336;IV:337;IV:338;IV:339;IV:340;IV:341;IV:342;IV:344;IV:347;IV:363;IV:385;IV:400;V:88;VI:153;VI:287	Tang	A. E. M.	1803	1868	Sønnesøn af Peder T. (1737–1826), Godsejer og Politiker, Besidder af Nørre Vosborg, Landstingsmand 1850–1866, Etatsraad.
tang	kun_min	PerXI08337	Tang	Christen Noe	1801	1886	Broder til A.E.M.T., Justitiarius i Overretten i Viborg, Justitsraad, Konferensraad 1868.	IV:363;IV:364					
tang	matchet_person_men_beskrivelse_afviger	PerXI08338	Tang	Jeppe	1828	1904	Forstander for Blaagaards Seminarium, Folketingsmand 1877-92, Justitsraad 1898.	IX:329	Tang	Jeppe	1828	1904	Forstander for Blaagaards Seminarium, Folketingsmand 1877–1892, Justitsraad 1898.
tang	matchet_person_men_beskrivelse_afviger	PerXI08344	Tang	Peder	1797	1876	Broder til A.E.M.T., Sognepræst i Velling 1841- 52, Afsked p.Gr.af Svagelighed, boede derefter paa Nørre Vosborg.	IV:329;IV:330;IV:331;IV:332;IV:337;IV:339	Tang	Peder	1797	1876	Broder til A.E.M.T., Sognepræst i Velling 1841–1852, Afsked p.Gr.af Svagelighed, boede derefter på Nørre Vosborg.
tarnow	kun_min	PerXI08351	Tarnow	Fanny	1779	1862	tysk Forfatterinde.	III:62;III:63;IV:63;IV:64					
tauber	kun_min	PerXI08356	Tauber	Erich Giørup	1782	1854	Direktor for Sorø Akademi 1822-30, Etatsraad 1831.	I:45;I:46					
taylor	kun_min	PerXI08361	Taylor				engelsk Læge (død af Kolera 1849), Ven af Richard Bentley.	III:221;III:222;III:223;III:227;III:228;III:229;III:235					
taylor	kun_min	PerXI08362	Taylor				Miss, Søster til Lægen T., London 14.7.1847.	III:227					
taylor	matchet_person_men_beskrivelse_afviger	PerXI08364	Taylor				Emilie, Datter af engelsk Konsul Bridges T., Helsingør.	VIII:239	Taylor	Emilie			Datter af engelsk Konsul Bridges T., Helsingør.
taylor	kun_min	PerXI08366	Taylor	Meta	1818	1885	engelsk Oversætterinde, bl.a. af »Billedbog uden Billeder«, Forfatter af religiøse Børnebøger, gift med Lægen T.	III:226;III:227					
taylor	kun_xlsx								Taylor				Engelsk Læge (død af Kolera 1849), Ven af Richard Bentley.
thaulow	kun_min	PerXI08399	Thaulow	Gustav Ferdinand	1817	1883	dr.phil., Privatdocent ved Universitetet i Kiel, 1846 Professor i Filosofi sst.	II:379;II:380					
therese	kun_min	PerXI08408	Therese	se: Bacharacht, Therese von. Theresia (Santa Teresa de Jesus)	1515	1582	spansk Helgeninde.	II:149					
thierry	kun_min	PerXI08418	Thierry	Edouard	1813	1894	fransk Forfatter, Direktør for Théâtre-Français i Paris.	V:362;V:363					
thomsen	kun_min	PerXI08425	Thomsen				Paris 6.4.1866.	VII:76					
thomsen	matchet_person_men_beskrivelse_afviger	PerXI08426	Thomsen				Bolette, f. Nielsen, g.m. Klokker ved Vartov Kirke Lars T.	VI:221	Thomsen	Bolette, f. Nielsen			g.m. Klokker ved Vartov Kirke Lars T.
thomsen	kun_min	PerXI08428	Thomsen	Edvard	1822	1881	tidligere Lærer ved Rødding Folkehøjskole, 1856-64 Vejkonduktør for Hertugdømmet Slesvig i Flensborg.	V:378;V:379					
thomsen	kun_min	PerXI08429	Thomsen	F. W.	1839		Søn af Bolette T., Boghandler 1863-65, Udgiver af »Tilskueren« 1865, 1884-92 Forpagter af Hotel d'Angleterre.	VI:221					
thomsen	matchet_person_men_beskrivelse_afviger	PerXI08431	Thomsen	Grimur	1820	1896	Magister (dr.phil.) 1845, studerede i London 1847, 1848 ansat i Departementet for udenlandske Sager og Kancellist i Udenrigsministeriets Bureau, 1856 Fuldmægtig, senere Departementssekretær, Legationsraad, Afsked 1866, Landbruger og Politiker paa Island, islandsk Digter.	III:208;III:213;III:214;III:215;III:219;III:234;III:237;III:262;III:281;III:284;III:288;IV:23;V:16	Thomsen	Grimur	1820	1896	Magister (dr.phil.) 1845, studerede i London 1847, 1848 ansat i Departementet for udenlandske Sager og Kancellist i Udenrigsministeriets Bureau, 1856 Fuldmægtig, senere Departementssekretær, Legationsraad, Afsked 1866, Landbruger og Politiker på Island, islandsk Digter.
thomsen	matchet_person_men_beskrivelse_afviger	PerXI08435	Thomsen	Ove	1801	1862	Medredaktør af »Dagen« 1827-34, derefter Redaktør af Hempels Avis i Odense og 1836- 47 Udgiver af »Fyns Stifts Avis«, 1849 Postmester i Assens, Politiker.	I:36;I:119;II:269;II:296;II:300;II:302;III:8;III:9;V:157	Thomsen	Ove	1801	1862	Medredaktør af »Dagen« 1827–1834, derefter Redaktør af Hempels Avis i Odense og 1836–1847 Udgiver af »Fyns Stifts Avis«, 1849 Postmester i Assens, Politiker.
thomsen	matchet_person_men_beskrivelse_afviger	PerXI08436	Thomsen	Rosalinde (Magda von Dolcke)	1837	1926	Skuespillerinde ved Det kgl. Teater 1859-63, derefter i Tyskland, g.1886 m. Fabrikant Bosse.	IV:469;VI:334;VIII:4;VIII:5;VIII:16;VIII:17;IX:204	Thomsen	Rosalinde (Magda von Dolcke)	1837	1926	Skuespillerinde ved Det kgl. Teater 1859–1863, derefter i Tyskland, g. 1886 m. Fabrikant Bosse.
thomsen	matchet_person_men_beskrivelse_afviger	PerXI08437	Thomsen	Vilhelm	1842	1927	Sprogforsker, dr.phil. 1869, Studierejse i Udlandet 1869-70, Docent ved Københavns Universitet 1871, Professor 1887- 1913.	VIII:286	Thomsen	Vilhelm	1842	1927	Sprogforsker, dr.phil. 1869, Studierejse i Udlandet 1869–1870, Docent ved Københavns Universitet 1871, Professor 1887–1913.
thomsen	kun_xlsx								Thomsen				Paris 6.4.1866.
thomsen	kun_xlsx								Thomsen	F. W.	1839		Søn af Bolette T., Boghandler 1863–1865, Udgiver af »Tilskueren« 1865, 1884–1892 Forpagter af Hotel d’Angleterre.
thulstrup	kun_min	PerXI08466	Thulstrup				Jernbanepassager Altona- Rendsbory 27.8.1851.	IV:70					
thulstrup	kun_min	PerXI08467	Thulstrup	Magnus Christian	1808	1873	Premierløjtnant i Søetaten, 1842-43 Næstkommanderende i Skonnerten Elben, Vagskib ved Altona, senere kar. Kommandør.	II:308;II:309					
thulstrup	kun_xlsx								Thulstrup				Jernbanepassager Altona-Rendsborg 27.8.1851.
thun-hohenstein	kun_min	PerXI08470	Thun-Hohenstein	Franzisca von, Grevinde, f. Grevinde v. T.-H.	1796	1883	Datter af Anton v. T.-H., g.1816 m. Joseph Mathias v. T.-H.	III:69;III:70					
tidemand	kun_min	PerXI08490	Tidemand	Emil	1812	1865	Broder til Adolph T., norsk Kunstkritiker.	V:376;V:377					
tobiesen	kun_min	PerXI08517	Tobiesen	Frederik (Fritz)	1829	1908	Auditør, 1863 kar. Overauditør, 1864 Byfoged og Byskriver i Præstø, 1872 Departementsdirektør i Indenrigsministeriet, 1874 Generaldirektør for Postog Telegrafvæsenet samt for Statsbanedriften, 1874-75 Indenrigsminister, Kammerherre 1875.	IV:344;VI:105;VI:258;X:285					
tobiesen	kun_xlsx								Tobiesen	Frederik			(Fritz J (1829–1908), Auditør, 1863 kar. Overauditør, 1864 Byfoged og Byskriver i Præstø, 1872 Departementsdirektør i Indenrigsministeriet, 1874 Generaldirektør for Post- og Telegrafvæsenet samt for Statsbanedriften, 1874–1875 Indenrigsminister, Kammerherre 1875.
toll	kun_min	PerXI08525	Toll	Johan Christoffer von	1816	1887	Underløjtnant ved Södra skånska Infanteriregiment 1835-41, senere dr. phil., Sognepræst, Statsrevisor m.m., Friherre 1865.	II:9;II:10					
